course_code,course_name,department,credits,offering_count,teacher_count,total_enrollment,avg_class_capacity,campus_count,primary_course_type,dominant_time_bucket,weekend_offering_ratio,virtual_schedule_ratio,community_avg_rating,community_review_count,community_avg_comment_length,latest_review_at
PHY8510,现代物理与天文专题（粒子与核物理类）：新物理(研）,研究生院,1.0,1,1,0,10.0,1,nan,mixed,0.0,0.0,,,,
PHY8511,现代物理与天文专题（粒子与核物理类）：核物理(研）,研究生院,1.0,1,1,0,10.0,1,nan,mixed,0.0,0.0,,,,
PHY8512,粒子物理实验中的计算方法(研）,研究生院,2.0,1,1,0,10.0,1,nan,afternoon,0.0,0.0,,,,
PHY8513,粒子物理前沿选讲(研）,研究生院,3.0,1,1,0,10.0,1,nan,evening,0.0,0.0,,,,
PHY8514,粒子物理、核物理与天体物理交叉前沿研讨(研）,研究生院,3.0,1,1,0,10.0,1,nan,afternoon,0.0,0.0,,,,
PHY9212H,量子与原子光学前沿(研）,研究生院,3.0,1,1,0,10.0,1,nan,afternoon,0.0,0.0,,,,
POL6001,政治学理论研究(研）,研究生院,3.0,1,1,0,5.0,1,nan,morning,0.0,0.0,,,,
POL6002,国际关系理论(研）,研究生院,3.0,1,1,0,5.0,1,nan,evening,0.0,0.0,,,,
POL6301,政治学原理与国际关系理论(研）,研究生院,3.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
POL6302,中国地方政府与基层政治(研）,研究生院,3.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
POL6303,中国发展的政治经济学(研）,研究生院,3.0,1,1,0,5.0,1,nan,evening,0.0,0.0,,,,
POL6308,论语、当代中国与人类命运共同体(研）,研究生院,3.0,1,1,0,5.0,1,nan,evening,0.0,0.0,,,,
POL7001,政治学经典著作选读(研）,研究生院,3.0,1,1,0,5.0,1,nan,morning,0.0,0.0,,,,
POL8004,比较政治前沿(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
POL8006,当代中国外交与国际关系(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
POL8011,定量研究方法I：回归分析(研）,研究生院,2.0,1,1,0,5.0,1,nan,morning,0.0,0.0,,,,
POL8012,城市政治与田野研究(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
POL8016,国际组织前沿问题(研）,研究生院,2.0,1,1,0,5.0,1,nan,mixed,0.0,0.0,,,,
POL8306,新型国际关系与中国外交(研）,研究生院,3.0,1,1,0,5.0,1,nan,morning,0.0,0.0,,,,
POL8307,孙子兵法与战略(研）,研究生院,2.0,1,1,0,5.0,1,nan,mixed,0.0,0.0,,,,
POL8308,治国理政的传统中国智慧专题(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
PSY9007,计算认知与人工智能(研）,研究生院,2.0,1,1,0,10.0,1,nan,morning,0.0,0.0,1.0,1.0,100.0,2025/05/29 10:22
PUM6001,公共管理理论研究(研）,研究生院,3.0,1,1,1,5.0,1,nan,morning,0.0,0.0,,,,
PUM6004,社会科学研究方法（研）,研究生院,3.0,2,2,1,5.0,2,nan,evening,0.0,0.0,,,,
PUM6301,当代中国公共政策研究(研）,研究生院,3.0,1,1,0,5.0,1,nan,morning,0.0,0.0,,,,
PUM6304,中国的跨文化沟通(研）,研究生院,3.0,1,1,0,5.0,1,nan,evening,0.0,0.0,,,,
PUM8003,非营利组织研究(研）,研究生院,2.0,1,1,0,5.0,1,nan,evening,0.0,0.0,5.0,1.0,126.0,2023/03/07 22:52
PUM8005,比较政治经济学研究(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
PUM8016,城市安全管理(研）,研究生院,2.0,1,1,0,5.0,1,nan,mixed,0.0,0.0,,,,
PUM8018,应急系统仿真(研）,研究生院,2.0,1,1,0,5.0,1,nan,morning,0.0,0.0,,,,
PUM8019,应急预案编制与演练(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
PUM8201,当代中国政府研究(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
PUM8202,国际关系与全球治理(研）,研究生院,2.0,1,1,0,5.0,1,nan,afternoon,0.0,0.0,,,,
PUM8203,公民社会与第三部门研究(研）,研究生院,2.0,1,1,0,5.0,1,nan,evening,0.0,0.0,,,,
PUM8301,城市大型项目与对比研究（研）,研究生院,2.0,1,1,0,5.0,1,nan,mixed,0.0,0.0,,,,
PUM8302,性别、社会与公共政策（研）,研究生院,2.0,1,1,0,5.0,1,nan,mixed,0.0,0.0,,,,
PVET6003,兽医分子细菌学(研）,研究生院,2.0,1,1,0,3.0,1,nan,evening,0.0,0.0,,,,
PVET8002,实验动物学与动物实验技术研究进展(研）,研究生院,2.0,1,1,0,3.0,1,nan,evening,0.0,0.0,,,,
STAT6104H,测度与概率论(研）,研究生院,4.0,1,1,4,10.0,1,nan,morning,0.0,0.0,,,,
STAT6106,多元统计分析(研）,研究生院,3.0,1,1,1,10.0,1,nan,morning,0.0,0.0,1.0,1.0,31.0,2026/01/25 16:30
STAT6110,回归分析与线性模型(研）,研究生院,3.0,1,1,1,10.0,1,nan,morning,0.0,0.0,,,,
TE6101,交通工程结构健康评价(研）,研究生院,2.0,1,1,0,6.0,1,nan,mixed,0.0,0.0,,,,
TE6103,现代道路材料(研）,研究生院,2.0,1,1,0,6.0,1,nan,afternoon,0.0,0.0,,,,
TE6301,城市交通与道路规划(研）,研究生院,2.0,1,1,0,6.0,1,nan,morning,0.0,0.0,,,,
TE6302,交通工程理论与方法(研）,研究生院,3.0,1,1,0,6.0,1,nan,morning,0.0,0.0,,,,
TE8305,航运金融(研）,研究生院,3.0,1,1,0,6.0,1,nan,evening,0.0,0.0,,,,
TE8311,城乡规划原理(研）,研究生院,2.0,1,1,0,6.0,1,nan,morning,0.0,0.0,,,,
TE8314,交通设计(研）,研究生院,2.0,1,1,0,6.0,1,nan,mixed,0.0,0.0,,,,
TE8315,人工智能与智慧交通(研）,研究生院,3.0,1,1,0,6.0,1,nan,evening,0.0,0.0,,,,
TE8316,现代交通管理与控制前沿(研）,研究生院,2.0,1,1,0,6.0,1,nan,morning,0.0,0.0,,,,
RES1102,国际化拔尖创新人才科研训练,继续教育学院,3.0,2,1,13,100.0,1,公共选修课,evening,1.0,1.0,1.25,8.0,266.0,2025/06/09 15:03
AI3701,机器学习与知识发现,自动化与感知学院,3.0,1,1,50,50.0,1,限选,afternoon,0.0,0.0,4.455,11.0,167.5,2026/01/27 19:56
AI4702,网络智能优化,自动化与感知学院,2.0,1,1,60,30.0,1,限选,morning,0.0,0.0,4.667,3.0,174.3,2026/01/26 10:17
AU3301,系统设计中的人为因素,自动化与感知学院,2.0,1,1,192,130.0,1,交叉课程,morning,0.0,0.0,2.033,30.0,113.3,2025/05/16 19:45
AU3302,自动控制原理A,自动化与感知学院,4.0,3,3,214,36.67,1,必修,morning,0.0,0.0,4.333,21.0,150.5,2026/01/01 21:12
AU3303,数字信号处理（A类）,自动化与感知学院,3.0,2,2,208,52.5,1,必修,evening,0.0,0.0,2.077,13.0,187.8,2026/01/09 13:15
AU3304,数字图像处理基础,自动化与感知学院,2.0,4,1,129,35.0,1,必修,morning,0.0,0.0,2.265,34.0,169.8,2026/01/25 09:41
AU3305,模式识别导论,自动化与感知学院,2.0,3,3,188,35.0,1,必修,morning,0.0,0.0,2.971,35.0,252.3,2026/03/20 10:40
AU3306,自动化仪表,自动化与感知学院,2.0,1,1,200,100.0,1,必修,morning,0.0,0.0,2.788,66.0,154.6,2026/04/21 20:58
AU3307,机器人学,自动化与感知学院,2.0,4,3,312,41.75,1,必修,mixed,0.0,0.0,4.417,36.0,162.4,2026/01/24 21:32
AU3325,电力电子技术,自动化与感知学院,2.0,1,1,100,100.0,1,必修,morning,0.0,0.0,2.636,33.0,141.2,2026/02/12 13:14
AU3501,自动控制原理B,自动化与感知学院,3.0,5,5,210,42.0,1,必修,afternoon,0.0,0.0,4.667,39.0,202.6,2026/03/06 14:07
AU4302,JAVA语言,自动化与感知学院,2.0,1,1,22,40.0,1,限选,morning,0.0,0.0,1.444,9.0,96.0,2024/12/29 23:41
CS1901,Python程序设计,自动化与感知学院,3.0,8,8,1344,84.0,1,必修,evening,0.0,0.0,4.136,44.0,144.2,2026/03/19 14:41
EE2508,工程实践与科技创新Ⅲ-C,自动化与感知学院,2.0,1,1,62,65.0,1,限选,mixed,0.0,0.0,4.875,8.0,133.6,2026/01/20 20:15
EE4518,工程实践与科技创新Ⅳ-C,自动化与感知学院,2.0,1,1,35,35.0,1,限选,mixed,0.0,0.0,5.0,1.0,219.0,2026/01/05 17:23
ICE2501,信号与系统（B类）,自动化与感知学院,3.0,2,2,180,45.0,1,必修,morning,0.0,0.0,3.508,124.0,215.3,2026/05/06 21:20
ISE3305,现代光学基础,自动化与感知学院,3.0,1,1,126,70.0,1,必修,morning,0.0,0.0,1.8,5.0,289.6,2026/01/20 19:50
ISE3307,现代传感技术,自动化与感知学院,3.0,2,2,67,35.0,1,必修,afternoon,0.0,0.0,5.0,3.0,478.7,2026/01/25 00:31
ISE3309,人工智能算法实践,自动化与感知学院,2.0,1,1,65,65.0,1,必修,afternoon,0.0,0.0,4.5,2.0,176.5,2026/01/22 14:01
ISE3317,自动控制工程,自动化与感知学院,3.0,1,1,70,70.0,1,必修,afternoon,0.0,0.0,3.5,4.0,118.2,2026/01/20 20:12
ISE3321,离散时间信号处理,自动化与感知学院,2.0,1,1,130,70.0,1,必修,morning,0.0,0.0,,,,
ISE4301,生物医学信息检测,自动化与感知学院,2.0,1,1,24,64.0,1,限选,morning,0.0,0.0,,,,
ISE4302,量子精密测量,自动化与感知学院,2.0,1,1,18,64.0,1,限选,morning,0.0,0.0,,,,
IST0516,工程实践与科技创新Ⅳ-F,自动化与感知学院,2.0,1,1,29,35.0,1,限选,morning,0.0,0.0,,,,
IST1001,信息与感知,自动化与感知学院,2.0,1,1,50,50.0,1,通识核心课程,mixed,0.0,0.0,,,,
ME1006,工程心理学,自动化与感知学院,2.0,1,1,100,100.0,1,通识核心课程,mixed,0.0,0.0,4.0,2.0,133.5,2026/02/22 21:42
AI3604,计算机视觉,致远学院,3.0,1,1,18,31.0,1,限选,afternoon,0.0,0.0,1.15,20.0,105.6,2026/01/26 08:31
AI3607,深度学习及应用,致远学院,3.0,1,1,2,31.0,1,限选,evening,0.0,0.0,1.688,16.0,238.2,2024/12/16 16:17
ART1008,中国书画鉴赏与实践,致远学院,2.0,1,1,15,30.0,1,通识核心课程,mixed,0.0,0.0,,,,
BIO1002,生命科学发展史,致远学院,2.0,1,1,15,30.0,1,通识核心课程,evening,0.0,0.0,3.0,5.0,277.8,2026/01/06 14:50
BIO1003,生命伦理学,致远学院,2.0,1,1,18,30.0,1,通识核心课程,mixed,0.0,0.0,1.0,1.0,157.0,2026/01/24 18:54
BIO1256,生物学导论讨论课（1）,致远学院,2.0,1,1,18,14.0,1,必修,afternoon,0.0,0.0,3.333,6.0,228.5,2026/01/24 16:24
BIO1260,生物学导论（微观生物学）（A类）,致远学院,4.0,1,1,98,49.0,1,必修,afternoon,0.0,0.0,1.818,11.0,263.9,2026/01/24 14:07
BIO2355,生物化学,致远学院,4.0,2,2,110,32.0,1,必修,morning,0.0,0.0,3.0,1.0,162.0,2024/09/20 11:33
BIO2356,生物化学讨论课,致远学院,2.0,1,1,18,25.0,1,必修,afternoon,0.0,0.0,2.0,1.0,158.0,2024/09/20 11:41
BIO2753,生物学实验一,致远学院,1.5,1,1,37,37.0,1,必修,afternoon,0.0,0.0,,,,
BIO3350,细胞生物学,致远学院,4.0,1,1,40,25.0,1,必修,morning,0.0,0.0,3.0,3.0,233.7,2023/09/11 19:08
BIO3351,细胞生物学讨论课,致远学院,2.0,1,1,20,25.0,1,必修,morning,0.0,0.0,,,,
BIO3352,免疫学,致远学院,4.0,1,1,16,30.0,1,限选,morning,0.0,0.0,,,,
BIO3353,免疫学讨论课,致远学院,2.0,1,1,8,30.0,1,限选,afternoon,0.0,0.0,,,,
BIO3354,神经生物学,致远学院,4.0,1,1,34,50.0,1,限选,evening,0.0,0.0,2.5,2.0,204.0,2026/03/16 11:33
BIO3752,生物学实验（3）,致远学院,4.0,1,1,20,25.0,1,必修,afternoon,0.0,0.0,,,,
BMS1201,生物医学科学导论-1,致远学院,1.0,1,1,33,33.0,1,必修,mixed,0.0,0.0,,,,
BMS1203,医学系统生物学,致远学院,1.0,1,1,37,39.0,1,必修,morning,0.0,0.0,,,,
BMS1986,细胞生物学,致远学院,3.5,1,1,74,39.0,1,必修,afternoon,0.0,0.0,,,,
CE2650H,力学基础（荣誉）,致远学院,4.0,3,3,102,22.0,1,限选,mixed,0.0,0.0,4.483,29.0,230.6,2026/01/22 21:54
CHEM1208,无机与分析化学,致远学院,4.0,1,1,98,49.0,1,必修,mixed,0.0,0.0,4.947,19.0,249.4,2026/01/21 13:34
CHEM1212,无机化学,致远学院,4.0,1,1,48,22.0,1,必修,afternoon,0.0,0.0,4.333,3.0,400.0,2025/01/23 11:20
CHEM1223,化学原理,致远学院,4.0,1,1,66,33.0,1,必修,afternoon,0.0,0.0,4.0,2.0,202.0,2025/01/03 12:27
CHEM1303,无机化学实验,致远学院,1.0,3,3,57,18.33,1,必修,evening,0.0,0.0,5.0,4.0,68.5,2026/03/01 17:41
CHEM2251,物理化学,致远学院,3.0,1,1,36,25.0,1,必修,morning,0.0,0.0,2.0,2.0,358.5,2026/01/12 20:22
CHEM2304,有机化学实验（1）,致远学院,2.0,1,1,22,22.0,1,必修,afternoon,0.0,0.0,,,,
CHEM3202,有机化学（2）,致远学院,4.0,1,1,44,25.0,1,必修,morning,0.0,0.0,2.667,3.0,410.3,2026/01/18 21:51
CHEM3403,物理化学(1),致远学院,4.0,1,1,44,22.0,1,必修,morning,0.0,0.0,5.0,1.0,162.0,2024/01/11 15:59
CHEM3650,科研能力培养（1）,致远学院,1.0,1,1,22,25.0,1,必修,morning,1.0,0.0,,,,
CHEM4350,仪器分析实验,致远学院,1.5,1,1,13,18.0,1,必修,afternoon,0.0,0.0,,,,
CHEM4423,有机合成,致远学院,3.0,1,1,13,18.0,1,限选,evening,0.0,0.0,,,,
CHEM4451,物理化学（3）,致远学院,4.0,1,1,26,18.0,1,必修,afternoon,0.0,0.0,3.5,2.0,443.0,2026/01/21 21:08
CHEM4610,科研能力培养（3）,致远学院,2.0,1,1,13,18.0,1,必修,evening,1.0,1.0,,,,
CHEM5405,现代分析方法,致远学院,2.0,1,1,12,18.0,1,限选,morning,0.0,0.0,,,,
CHEM5502,金属有机化学,致远学院,2.0,1,1,13,18.0,1,限选,morning,0.0,0.0,,,,
CHEM5506,固体化学,致远学院,2.0,1,1,13,18.0,1,限选,morning,0.0,0.0,3.0,1.0,411.0,2026/01/19 17:23
CHEM5650,科研能力培养（5）,致远学院,2.0,1,1,17,21.0,1,必修,morning,1.0,0.0,,,,
CHN1350,学术写作与规范,致远学院,2.0,4,4,109,26.0,1,通识核心课程,evening,0.0,0.0,3.867,15.0,217.3,2026/04/29 13:06
CS0501H,数据结构（荣誉）,致远学院,3.0,1,1,18,30.0,1,必修,evening,0.0,0.0,4.741,81.0,241.9,2026/05/07 14:00
CS0901,组合数学,致远学院,3.0,1,1,19,30.0,1,必修,afternoon,0.0,0.0,5.0,4.0,217.8,2026/01/01 23:05
CS0902,程序设计与算法导论,致远学院,4.0,1,1,74,39.0,1,必修,morning,0.0,0.0,,,,
CS1212,理论计算机科学导论,致远学院,2.0,1,1,17,17.0,1,必修,morning,0.0,0.0,5.0,1.0,5.0,2024/05/19 22:34
CS1950,计算机科学的伟大思想,致远学院,2.0,1,1,28,28.0,1,必修,morning,0.0,0.0,3.875,8.0,376.1,2026/02/08 23:02
CS1953,程序设计(A类),致远学院,5.0,1,1,84,28.0,1,必修,evening,0.0,0.0,5.0,4.0,242.0,2026/02/09 12:58
CS1962,在线算法,致远学院,2.0,1,1,33,56.0,1,限选,mixed,0.0,0.0,,,,
CS1965,程序设计与数据结构 I,致远学院,3.0,1,1,34,17.0,1,必修,evening,0.0,0.0,,,,
CS1980,学子讲坛（1）,致远学院,2.0,1,1,28,28.0,1,限选,afternoon,0.0,0.0,5.0,2.0,78.0,2025/03/19 10:12
CS1983,问题求解实践(1),致远学院,3.0,2,1,28,30.5,1,限选,afternoon,1.0,0.0,,,,
CS2205,程序语言设计与实现,致远学院,3.0,1,1,38,30.0,1,必修,morning,0.0,0.0,3.667,3.0,434.0,2024/01/19 20:19
CS2501H,离散数学（荣誉）,致远学院,3.0,2,2,86,77.5,1,限选,afternoon,0.0,0.0,4.37,81.0,218.9,2026/03/30 14:05
CS2951,计算机系统（1）,致远学院,4.0,2,2,98,32.5,1,必修,afternoon,0.0,0.0,2.714,7.0,251.7,2025/09/01 20:59
CS2966,编译器课程设计,致远学院,2.0,1,1,30,38.0,1,必修,mixed,1.0,0.0,,,,
CS2984,问题求解实践(2),致远学院,3.0,1,1,5,85.0,1,限选,morning,1.0,0.0,,,,
CS2985,学子讲坛（3）,致远学院,2.0,1,1,30,38.0,1,限选,mixed,0.0,0.0,,,,
CS2987,问题求解指导(1),致远学院,3.0,1,1,1,56.0,1,限选,afternoon,1.0,0.0,,,,
CS3318,实验室实践（1）,致远学院,3.0,1,1,27,31.0,1,必修,evening,1.0,1.0,,,,
CS3319,数据科学基础,致远学院,3.0,1,1,36,56.0,1,限选,morning,0.0,0.0,3.222,18.0,399.1,2025/06/27 21:44
CS3936,高级算法选讲,致远学院,3.0,1,1,13,56.0,1,限选,afternoon,0.0,0.0,5.0,1.0,271.0,2025/02/27 01:10
CS3953,计算机网络,致远学院,3.0,2,2,67,30.67,1,限选,morning,0.0,0.0,,,,
CS3954,计算复杂性,致远学院,3.0,1,1,56,56.0,1,"必修,限选",morning,0.0,0.0,5.0,1.0,225.0,2026/01/24 17:47
CS3960,量子计算,致远学院,2.0,1,1,12,31.0,1,限选,morning,1.0,1.0,,,,
CS3965,密码学导论,致远学院,3.0,1,1,29,56.0,1,"必修,限选",afternoon,0.0,0.0,1.0,1.0,137.0,2026/01/26 16:13
CS3970,学术前沿讲座,致远学院,2.0,1,1,26,31.0,1,限选,afternoon,1.0,1.0,,,,
CS4950,科学研究实践,致远学院,10.0,1,1,27,30.0,1,必修,morning,1.0,0.0,,,,
CS4953,科学研究实践,致远学院,8.0,1,1,18,22.0,1,必修,morning,1.0,0.0,,,,
DES1350H,创新思维与现代设计（荣誉）,致远学院,3.0,7,1,178,14.0,1,限选,evening,0.0,0.0,3.538,26.0,136.5,2026/01/04 19:18
HIS1012,中华文明史：明清社会变迁与早期全球化,致远学院,2.0,1,1,30,30.0,1,通识核心课程,mixed,0.0,0.0,2.0,1.0,49.0,2026/01/23 23:22
JCCX0007,智慧城市能源系统智能控制,致远学院,3.0,1,1,18,30.0,1,交叉课程,evening,0.0,0.0,5.0,1.0,453.0,2026/01/25 14:41
JCCX0010,芯片发电技术基础与应用,致远学院,4.0,1,1,60,30.0,1,交叉课程,evening,0.0,0.0,5.0,5.0,461.8,2026/01/23 16:37
JCCX0017,泛在机器人技术与创新实践,致远学院,3.0,1,1,27,30.0,1,交叉课程,evening,0.0,0.0,4.333,3.0,105.3,2025/11/27 20:07
JCCX0028,大数据分析方法,致远学院,3.0,1,1,30,30.0,1,交叉课程,evening,0.0,0.0,,,,
JCCX0030,生物医学信号与影像处理基础,致远学院,3.0,1,1,7,30.0,1,交叉课程,evening,0.0,0.0,,,,
JCCX0031,量子信息技术,致远学院,3.0,1,1,9,30.0,1,交叉课程,evening,0.0,0.0,,,,
JCCX0033,量子信息技术实践,致远学院,1.0,1,1,8,30.0,1,交叉课程,evening,0.0,0.0,,,,
MATH1010,数学的历史与文化,致远学院,2.0,1,1,30,30.0,1,通识核心课程,evening,0.0,0.0,4.5,2.0,191.0,2026/01/08 20:29
MATH1205H,线性代数（荣誉）,致远学院,5.0,8,7,1728,74.83,1,必修,morning,0.0,0.0,4.223,184.0,239.1,2026/04/23 10:26
MATH1206H,数理方法（荣誉）,致远学院,3.0,3,3,404,76.67,1,"必修,限选",evening,0.0,0.0,3.525,61.0,209.4,2026/01/26 01:08
MATH1207H,概率统计（荣誉）,致远学院,3.0,3,3,538,95.0,1,必修,morning,0.0,0.0,4.622,45.0,172.9,2026/02/26 18:32
MATH1213,线性代数（荣誉）,致远学院,4.0,1,1,66,33.0,1,必修,morning,0.0,0.0,5.0,6.0,107.2,2025/02/19 08:07
MATH1214,数学分析（荣誉）I,致远学院,4.0,1,1,66,33.0,1,必修,morning,0.0,0.0,5.0,4.0,122.8,2025/01/05 23:04
MATH1607H,数学分析（荣誉）I,致远学院,6.0,14,10,2474,50.5,1,必修,morning,0.0,0.0,4.833,330.0,191.6,2026/05/07 20:07
MATH2203,近世代数,致远学院,3.0,1,1,24,39.0,1,限选,afternoon,0.0,0.0,5.0,2.0,330.0,2025/06/15 23:58
MATH2501,常微分方程,致远学院,4.0,1,1,62,35.0,1,必修,morning,0.0,0.0,4.227,44.0,235.2,2026/02/28 15:40
MATH2752,概率论,致远学院,2.0,1,1,37,39.0,1,必修,morning,0.0,0.0,,,,
MATH3250,专业研讨课（3）,致远学院,1.0,1,1,29,32.0,1,必修,mixed,0.0,0.0,2.75,4.0,45.5,2025/06/19 21:02
MATH3651,数据科学基础,致远学院,3.0,1,1,8,32.0,1,限选,afternoon,0.0,0.0,2.667,3.0,272.0,2025/01/30 16:04
MATH4401,科学计算选讲,致远学院,3.0,1,1,7,25.0,1,限选,afternoon,0.0,0.0,5.0,2.0,361.0,2026/03/02 11:12
MECH2508H,理论力学（荣誉）,致远学院,4.0,4,4,354,47.0,1,"必修,限选",mixed,0.0,0.0,3.19,21.0,193.5,2026/05/14 16:54
MED1310,数理基础衔接微课,致远学院,0.5,1,1,33,33.0,1,限选,morning,1.0,1.0,,,,
MUSI1001,交响音乐鉴赏,致远学院,2.0,1,1,32,30.0,1,通识核心课程,evening,0.0,0.0,,,,
PHIL1009,哲学原理,致远学院,2.0,1,1,31,30.0,1,通识核心课程,mixed,0.0,0.0,5.0,1.0,181.0,2025/01/28 11:19
PHY1201H,物理学引论（荣誉）I,致远学院,5.0,1,1,87,24.0,1,必修,morning,0.0,0.0,2.966,29.0,255.6,2026/01/23 10:26
PHY1202H,物理学引论（荣誉）II,致远学院,5.0,3,3,378,44.67,1,必修,morning,0.0,0.0,3.737,19.0,268.6,2026/01/07 23:17
PHY1212,力学与热学,致远学院,4.0,1,1,66,33.0,1,必修,morning,0.0,0.0,5.0,2.0,153.5,2024/12/25 08:38
PHY1224H,基础物理实验（荣誉）（2）,致远学院,1.0,13,1,413,38.46,1,必修,afternoon,0.0,0.0,2.8,15.0,88.0,2025/01/29 18:26
PHY1226,物理学实验（2）,致远学院,1.5,3,2,153,54.67,1,必修,afternoon,0.0,0.0,1.6,5.0,54.6,2025/01/14 12:04
PHY1252H,大学物理（荣誉）（2）,致远学院,5.0,7,6,1536,87.0,1,必修,morning,0.0,0.0,3.784,148.0,241.9,2026/04/02 16:55
PHY1402,物理实验导论,致远学院,2.0,1,1,33,27.0,1,必修,afternoon,0.0,0.0,3.0,2.0,662.5,2023/03/07 22:27
PHY1621,力学,致远学院,3.0,1,1,66,27.0,1,必修,morning,0.0,0.0,4.182,11.0,107.9,2025/06/26 16:15
PHY1622,热学,致远学院,2.0,1,1,33,27.0,1,必修,morning,0.0,0.0,5.0,5.0,108.0,2025/06/03 19:25
PHY1625,原子物理,致远学院,2.0,1,1,27,35.0,1,必修,afternoon,0.0,0.0,3.4,5.0,309.6,2025/01/17 12:06
PHY1900,专业讨论课,致远学院,2.0,1,1,33,27.0,1,必修,evening,0.0,0.0,4.222,9.0,247.2,2026/01/13 20:35
PHY2402,物理学实验（2）,致远学院,3.0,1,1,29,35.0,1,必修,morning,0.0,0.0,1.6,5.0,366.2,2025/01/03 12:40
PHY2501,数学物理方程,致远学院,4.0,1,1,58,35.0,1,必修,morning,0.0,0.0,4.188,32.0,125.8,2026/01/23 14:59
PHY2508,复变函数,致远学院,2.0,1,1,58,35.0,1,必修,morning,0.0,0.0,2.5,6.0,214.2,2025/02/17 17:17
PHY2601,分析力学,致远学院,4.0,1,1,58,35.0,1,必修,morning,0.0,0.0,3.634,41.0,384.8,2026/01/27 17:01
PHY2604,热力学与统计物理,致远学院,4.0,1,1,102,59.0,1,必修,morning,0.0,0.0,4.2,5.0,110.4,2025/01/24 15:35
PHY2902,物理研究实践I,致远学院,1.0,1,1,28,35.0,1,必修,morning,1.0,0.0,,,,
PHY3702,量子力学II,致远学院,4.0,1,1,98,57.0,1,必修,mixed,0.0,0.0,3.6,10.0,350.3,2025/02/21 21:54
PHY3703,高级专业研修课,致远学院,3.0,1,1,30,36.0,1,必修,afternoon,0.0,0.0,3.0,2.0,10.5,2025/06/10 17:40
PHY3902,物理研究实践III,致远学院,1.0,1,1,28,34.0,1,必修,evening,1.0,1.0,,,,
SO944,全球化创新：原理与实践,致远学院,3.0,1,1,7,25.0,1,通识核心课程,morning,0.0,0.0,5.0,3.0,239.3,2026/01/25 16:52
SOC1016,中国社会分析,致远学院,2.0,1,1,13,30.0,1,通识核心课程,evening,0.0,0.0,,,,
ZYH1301,前沿探索实验课程,致远学院,1.0,1,1,0,27.0,1,"个性化课程,限选",mixed,0.0,0.0,5.0,4.0,132.8,2023/08/02 21:18
AE1002,向载人航天学工程智慧,航空航天学院,2.0,1,1,50,50.0,1,通识核心课程,evening,0.0,0.0,3.286,7.0,136.6,2026/01/15 13:49
AE1107,飞行器设计的自然原理与启发,航空航天学院,2.0,1,1,16,50.0,1,公共选修课,evening,0.0,0.0,,,,
AE2201,工程力学：静力学与动力学,航空航天学院,4.0,1,1,28,39.0,1,必修,morning,0.0,0.0,4.0,1.0,225.0,2023/09/17 15:16
AE2203,航空航天工程科创,航空航天学院,2.0,1,1,128,43.0,1,必修,mixed,0.0,0.0,1.5,8.0,326.1,2025/01/14 21:57
AE2707,计算方法（A类）,航空航天学院,2.0,2,2,47,41.0,1,必修,morning,0.0,0.0,3.273,11.0,151.3,2026/01/30 12:37
AE2709,综合俄语2,航空航天学院,3.0,1,1,28,14.0,1,限选,morning,0.0,0.0,4.0,2.0,42.5,2024/04/18 06:22
AE2712,概率统计（A类）,航空航天学院,3.0,1,1,28,39.0,1,必修,morning,0.0,0.0,,,,
AE2713,数理方法（A类）,航空航天学院,3.0,1,1,28,39.0,1,必修,morning,0.0,0.0,,,,
AE3301,飞行力学,航空航天学院,3.0,2,2,148,37.0,1,必修,morning,0.0,0.0,3.8,5.0,75.8,2025/06/09 13:09
AE3402,固体力学与结构,航空航天学院,3.0,2,2,70,37.0,1,必修,afternoon,0.0,0.0,2.143,7.0,108.9,2026/03/05 16:00
AE3407,航空经济学,航空航天学院,2.0,1,1,42,45.0,1,必修,morning,0.0,0.0,1.0,1.0,121.0,2023/11/11 13:20
AE3504,空气动力学（2）,航空航天学院,3.0,1,1,73,74.0,1,必修,afternoon,0.0,0.0,2.385,13.0,167.3,2025/12/10 19:42
AE3708,航空航天实验I,航空航天学院,2.0,2,1,74,37.0,1,必修,morning,0.0,0.0,5.0,1.0,108.0,2024/01/16 22:24
AE4301,飞行控制,航空航天学院,3.0,1,1,8,25.0,1,限选,afternoon,0.0,0.0,2.0,2.0,274.0,2024/12/30 15:59
AE4304,航天器控制,航空航天学院,3.0,1,1,25,25.0,1,限选,afternoon,0.0,0.0,,,,
AE4305,卫星导航,航空航天学院,3.0,1,1,16,25.0,1,限选,morning,0.0,0.0,,,,
AE4401,航空人为因素,航空航天学院,2.0,1,1,25,25.0,1,限选,mixed,0.0,0.0,5.0,1.0,85.0,2023/01/19 12:24
